applicant_id,gender,caste,religion,state,monthly_income,credit_score,loan_amount_requested,employment_type,education,existing_loans,loan_approved
IND1293,Male,OBC,Hindu,Maharashtra,20824,714,750000,Self-Employed,Graduate,1,1
IND1294,Male,OBC,Hindu,Rajasthan,16787,754,50000,Salaried,Primary,0,1
IND1295,Male,General,Hindu,Rajasthan,20031,734,200000,Self-Employed,12th Pass,3,1
IND1296,Female,General,Hindu,Rajasthan,60227,755,100000,Salaried,Primary,1,1
IND1297,Male,SC,Hindu,Gujarat,19857,656,50000,Salaried,Graduate,1,1
IND1298,Female,General,Hindu,Rajasthan,174175,635,200000,Salaried,Graduate,1,1
IND1299,Male,General,Muslim,Maharashtra,50113,641,500000,Salaried,10th Pass,3,1
IND1300,Male,General,Hindu,Tamil Nadu,77588,687,750000,Salaried,12th Pass,3,1
IND1301,Male,General,Hindu,Gujarat,51172,511,1000000,Salaried,12th Pass,2,1
IND1302,Male,General,Hindu,Tamil Nadu,84964,778,100000,Self-Employed,Graduate,1,1
IND1303,Female,OBC,Hindu,Gujarat,19779,668,1000000,Self-Employed,Graduate,1,1
IND1304,Female,OBC,Hindu,Tamil Nadu,99992,629,750000,Salaried,Post-Graduate,1,0
IND1305,Female,SC,Hindu,Uttar Pradesh,40080,449,1000000,Daily Wage,Graduate,2,0
IND1306,Male,SC,Hindu,Tamil Nadu,84667,661,500000,Salaried,Post-Graduate,1,1
IND1307,Male,OBC,Hindu,Rajasthan,13257,648,200000,Self-Employed,Post-Graduate,3,1
IND1308,Female,General,Hindu,Uttar Pradesh,41208,588,500000,Salaried,Primary,1,1
IND1309,Male,OBC,Muslim,Tamil Nadu,40201,607,1000000,Salaried,Graduate,0,1
IND1310,Male,OBC,Muslim,Gujarat,23541,662,500000,Self-Employed,12th Pass,3,1
IND1311,Male,General,Hindu,Gujarat,45214,614,750000,Self-Employed,10th Pass,2,0
IND1312,Male,OBC,Sikh,Gujarat,106694,713,100000,Daily Wage,12th Pass,1,1
IND1313,Female,OBC,Hindu,Bihar,22307,601,500000,Self-Employed,Post-Graduate,0,1
IND1314,Female,OBC,Hindu,Maharashtra,71203,678,750000,Unemployed,12th Pass,2,0
IND1315,Female,OBC,Hindu,Gujarat,16494,765,100000,Salaried,12th Pass,2,0
IND1316,Male,General,Hindu,Uttar Pradesh,158992,661,200000,Salaried,12th Pass,3,1
IND1317,Male,ST,Christian,Gujarat,62894,695,1000000,Salaried,12th Pass,2,1
IND1318,Male,SC,Hindu,Bihar,121489,689,200000,Salaried,Primary,2,1
IND1319,Male,General,Christian,Rajasthan,58130,665,50000,Self-Employed,12th Pass,2,1
IND1320,Male,SC,Hindu,Uttar Pradesh,47735,659,750000,Self-Employed,Graduate,2,1
IND1321,Female,OBC,Christian,Bihar,63262,616,100000,Salaried,12th Pass,1,1
IND1322,Female,SC,Hindu,Rajasthan,33007,677,500000,Daily Wage,Post-Graduate,1,0
IND1323,Male,SC,Hindu,West Bengal,11702,640,200000,Daily Wage,10th Pass,1,1
IND1324,Female,OBC,Hindu,West Bengal,49671,796,100000,Salaried,Post-Graduate,1,0
IND1325,Female,General,Hindu,Uttar Pradesh,21400,733,750000,Salaried,Graduate,0,1
IND1326,Female,General,Hindu,Tamil Nadu,16795,541,50000,Salaried,10th Pass,1,0
IND1327,Female,OBC,Hindu,Maharashtra,56692,546,200000,Salaried,12th Pass,2,1
IND1328,Male,OBC,Muslim,Maharashtra,29870,653,1000000,Salaried,Graduate,1,1
IND1329,Male,General,Hindu,Bihar,74562,631,100000,Self-Employed,Graduate,1,1
IND1330,Male,General,Hindu,Rajasthan,20904,649,1000000,Salaried,10th Pass,3,1
IND1331,Female,SC,Hindu,Maharashtra,26119,720,100000,Salaried,Graduate,2,1
IND1332,Male,ST,Hindu,Rajasthan,81243,691,100000,Unemployed,10th Pass,1,1
IND1333,Male,OBC,Hindu,Rajasthan,44173,690,750000,Gig Worker,Post-Graduate,1,1
IND1334,Male,General,Hindu,Bihar,12911,787,750000,Daily Wage,12th Pass,1,1
IND1335,Male,General,Hindu,Bihar,43496,546,750000,Salaried,10th Pass,0,1
IND1336,Female,General,Hindu,Bihar,102423,673,500000,Salaried,Graduate,1,1
IND1337,Female,ST,Hindu,Maharashtra,25977,615,100000,Self-Employed,Graduate,3,1
IND1338,Male,General,Hindu,West Bengal,55195,787,200000,Salaried,Post-Graduate,2,1
IND1339,Male,OBC,Hindu,Bihar,20038,477,1000000,Salaried,12th Pass,2,0
IND1340,Male,General,Hindu,Maharashtra,32999,480,750000,Self-Employed,12th Pass,1,1
IND1341,Male,OBC,Hindu,Bihar,77876,690,750000,Self-Employed,12th Pass,1,1
IND1342,Male,OBC,Hindu,Gujarat,42338,760,1000000,Self-Employed,Graduate,1,1
IND1343,Male,SC,Hindu,Rajasthan,89544,730,1000000,Self-Employed,Graduate,2,1
IND1344,Male,General,Sikh,Bihar,48908,596,100000,Self-Employed,Post-Graduate,2,0
IND1345,Female,General,Hindu,Uttar Pradesh,171633,793,750000,Salaried,Graduate,0,1
IND1346,Female,General,Muslim,Rajasthan,12143,560,1000000,Salaried,12th Pass,3,1
IND1347,Male,ST,Hindu,Rajasthan,31193,776,500000,Salaried,10th Pass,0,1
IND1348,Male,SC,Hindu,Bihar,16997,571,500000,Salaried,12th Pass,3,1
IND1349,Female,OBC,Hindu,West Bengal,17829,635,750000,Unemployed,Graduate,0,0
IND1350,Male,OBC,Sikh,Tamil Nadu,17943,719,1000000,Self-Employed,Primary,2,1
IND1351,Female,OBC,Hindu,West Bengal,40839,540,100000,Gig Worker,12th Pass,0,0
IND1352,Female,General,Muslim,Bihar,42548,789,100000,Salaried,10th Pass,3,1
IND1353,Male,ST,Muslim,Rajasthan,48982,634,100000,Salaried,12th Pass,1,0
IND1354,Male,OBC,Hindu,Uttar Pradesh,16545,676,50000,Salaried,Graduate,3,1
IND1355,Female,OBC,Hindu,Rajasthan,28941,763,750000,Salaried,Post-Graduate,1,1
IND1356,Male,OBC,Hindu,West Bengal,18490,597,100000,Salaried,12th Pass,2,1
IND1357,Female,General,Hindu,Uttar Pradesh,69920,755,500000,Gig Worker,Post-Graduate,3,0
IND1358,Female,General,Muslim,Maharashtra,19748,804,1000000,Self-Employed,Graduate,0,1
IND1359,Female,SC,Christian,Gujarat,31269,609,200000,Self-Employed,12th Pass,3,0
IND1360,Male,General,Hindu,Rajasthan,53756,781,200000,Self-Employed,12th Pass,1,1
IND1361,Female,OBC,Hindu,Bihar,23601,515,100000,Daily Wage,12th Pass,2,0
IND1362,Male,General,Muslim,Maharashtra,59024,698,200000,Salaried,Post-Graduate,0,1
IND1363,Male,OBC,Hindu,Gujarat,110996,560,200000,Salaried,Graduate,3,1
IND1364,Female,General,Muslim,Bihar,41473,745,50000,Salaried,12th Pass,1,0
IND1365,Male,OBC,Hindu,Tamil Nadu,68263,738,500000,Gig Worker,Primary,0,1
IND1366,Female,SC,Hindu,Bihar,8506,841,500000,Unemployed,12th Pass,2,1
IND1367,Female,General,Hindu,Uttar Pradesh,26894,785,50000,Salaried,10th Pass,0,1
IND1368,Male,OBC,Hindu,Uttar Pradesh,41333,650,50000,Daily Wage,12th Pass,2,1
IND1369,Male,OBC,Hindu,Tamil Nadu,17377,573,200000,Daily Wage,12th Pass,0,1
IND1370,Male,OBC,Hindu,Maharashtra,41997,713,750000,Salaried,Graduate,3,1
IND1371,Male,ST,Hindu,Gujarat,76264,659,1000000,Salaried,12th Pass,1,0
IND1372,Male,SC,Hindu,Bihar,9743,796,1000000,Self-Employed,12th Pass,3,0
IND1373,Female,General,Muslim,Uttar Pradesh,15798,480,200000,Unemployed,12th Pass,3,0
IND1374,Male,General,Hindu,Maharashtra,41331,850,1000000,Salaried,Graduate,2,1
IND1375,Male,General,Hindu,Tamil Nadu,50125,710,50000,Gig Worker,12th Pass,2,1
IND1376,Female,OBC,Hindu,West Bengal,60879,595,500000,Salaried,Graduate,2,1
IND1377,Male,General,Hindu,Rajasthan,39246,727,1000000,Gig Worker,12th Pass,3,0
IND1378,Female,OBC,Hindu,West Bengal,50164,775,200000,Self-Employed,Graduate,0,1
IND1379,Male,OBC,Hindu,West Bengal,68352,674,750000,Self-Employed,10th Pass,0,1
IND1380,Male,OBC,Hindu,Uttar Pradesh,27170,514,200000,Daily Wage,Graduate,3,0
IND1381,Female,SC,Hindu,Tamil Nadu,23718,640,100000,Gig Worker,Post-Graduate,3,0
IND1382,Female,General,Hindu,Bihar,32274,753,200000,Daily Wage,Graduate,1,1
IND1383,Female,General,Hindu,West Bengal,41757,707,50000,Salaried,12th Pass,2,1
IND1384,Female,SC,Other,West Bengal,22907,651,500000,Gig Worker,Graduate,2,1
IND1385,Female,OBC,Hindu,Gujarat,27566,776,500000,Salaried,Graduate,3,1
IND1386,Male,OBC,Hindu,Uttar Pradesh,47972,727,1000000,Self-Employed,12th Pass,3,0
IND1387,Male,OBC,Hindu,Uttar Pradesh,40555,734,50000,Self-Employed,Graduate,0,1
IND1388,Female,General,Hindu,Bihar,31896,630,100000,Self-Employed,10th Pass,3,1
IND1389,Female,SC,Hindu,Rajasthan,10734,621,50000,Self-Employed,10th Pass,0,0
IND1390,Female,SC,Hindu,Maharashtra,36226,520,200000,Unemployed,12th Pass,3,0
IND1391,Male,OBC,Other,Gujarat,18416,642,50000,Salaried,Graduate,1,1
IND1392,Male,General,Hindu,Uttar Pradesh,72269,744,50000,Self-Employed,12th Pass,1,1
IND1393,Female,OBC,Hindu,Gujarat,29257,647,100000,Salaried,Post-Graduate,0,0
IND1394,Male,OBC,Hindu,Uttar Pradesh,18081,702,200000,Salaried,Graduate,2,1
IND1395,Female,General,Hindu,Gujarat,34784,759,750000,Salaried,Graduate,1,1
IND1396,Female,ST,Hindu,Tamil Nadu,88387,696,750000,Daily Wage,10th Pass,0,0
IND1397,Male,General,Hindu,West Bengal,56476,704,500000,Daily Wage,Post-Graduate,3,0
IND1398,Female,ST,Hindu,Uttar Pradesh,42359,549,1000000,Daily Wage,12th Pass,3,0
IND1399,Female,OBC,Christian,Gujarat,14353,637,50000,Unemployed,12th Pass,0,1
IND1400,Male,General,Hindu,Maharashtra,112997,811,500000,Salaried,Graduate,2,1
IND1401,Female,OBC,Hindu,Tamil Nadu,23502,673,100000,Salaried,Post-Graduate,0,0
IND1402,Male,SC,Hindu,Tamil Nadu,69818,826,750000,Self-Employed,Primary,0,1
IND1403,Female,SC,Hindu,Maharashtra,28918,603,50000,Self-Employed,12th Pass,1,0
IND1404,Male,SC,Hindu,Gujarat,65267,684,100000,Self-Employed,12th Pass,0,1
IND1405,Female,OBC,Hindu,Bihar,90654,632,1000000,Salaried,Graduate,0,1
IND1406,Male,OBC,Hindu,Maharashtra,57164,715,100000,Self-Employed,Graduate,3,1
IND1407,Male,SC,Muslim,Gujarat,61641,741,50000,Self-Employed,Graduate,1,1
IND1408,Female,General,Hindu,Maharashtra,33897,716,1000000,Salaried,Post-Graduate,3,1
IND1409,Male,OBC,Hindu,Maharashtra,26801,753,100000,Self-Employed,Post-Graduate,3,1
IND1410,Male,General,Muslim,Uttar Pradesh,40006,663,1000000,Self-Employed,10th Pass,2,0
IND1411,Female,ST,Hindu,Gujarat,28625,648,50000,Self-Employed,Graduate,2,1
IND1412,Female,ST,Hindu,Bihar,204238,515,50000,Salaried,Graduate,1,1
IND1413,Female,General,Hindu,West Bengal,18130,719,1000000,Gig Worker,12th Pass,1,1
IND1414,Female,SC,Hindu,Uttar Pradesh,73237,679,200000,Salaried,12th Pass,2,0
IND1415,Male,ST,Hindu,Maharashtra,52158,659,500000,Salaried,Post-Graduate,2,0
IND1416,Male,General,Other,West Bengal,42655,648,100000,Gig Worker,12th Pass,2,1
IND1417,Male,OBC,Hindu,Rajasthan,102326,661,100000,Self-Employed,Post-Graduate,2,0
IND1418,Female,ST,Hindu,West Bengal,44750,644,200000,Salaried,Post-Graduate,2,1
IND1419,Female,General,Hindu,Maharashtra,23285,620,200000,Gig Worker,Post-Graduate,3,0
IND1420,Female,OBC,Hindu,Maharashtra,44543,685,200000,Self-Employed,10th Pass,1,1
IND1421,Female,General,Hindu,Gujarat,31945,706,750000,Gig Worker,Post-Graduate,3,1
IND1422,Male,ST,Hindu,Gujarat,51652,599,750000,Gig Worker,Post-Graduate,3,1
IND1423,Male,ST,Sikh,Uttar Pradesh,64161,630,1000000,Self-Employed,Graduate,0,0
IND1424,Male,ST,Hindu,Bihar,19903,647,750000,Self-Employed,10th Pass,3,0
IND1425,Male,OBC,Hindu,Uttar Pradesh,83845,665,50000,Salaried,Graduate,2,1
IND1426,Male,SC,Hindu,Tamil Nadu,30380,654,1000000,Salaried,Graduate,2,1
IND1427,Female,SC,Hindu,Maharashtra,49539,721,100000,Self-Employed,Post-Graduate,0,1
IND1428,Male,OBC,Hindu,West Bengal,55933,524,500000,Self-Employed,Graduate,0,1
IND1429,Male,SC,Hindu,Rajasthan,46965,539,50000,Self-Employed,12th Pass,0,1
IND1430,Male,General,Muslim,Maharashtra,33645,681,100000,Salaried,12th Pass,0,0
IND1431,Female,OBC,Hindu,Maharashtra,25796,613,100000,Salaried,Graduate,0,1
IND1432,Female,General,Hindu,Uttar Pradesh,30082,740,1000000,Self-Employed,Graduate,3,1
IND1433,Male,General,Muslim,Rajasthan,108621,764,200000,Salaried,Post-Graduate,0,0
IND1434,Male,General,Christian,Rajasthan,19809,684,200000,Gig Worker,Graduate,3,1
IND1435,Female,OBC,Hindu,Rajasthan,21950,573,50000,Salaried,Post-Graduate,1,1
IND1436,Male,OBC,Hindu,Uttar Pradesh,21285,754,200000,Self-Employed,12th Pass,0,1
IND1437,Female,SC,Hindu,Maharashtra,39935,681,100000,Daily Wage,Primary,0,1
IND1438,Female,General,Other,Uttar Pradesh,12490,538,200000,Salaried,Primary,3,0
IND1439,Male,OBC,Christian,Gujarat,14079,546,750000,Self-Employed,10th Pass,1,0
IND1440,Male,OBC,Hindu,Gujarat,30252,793,200000,Salaried,12th Pass,3,0
IND1441,Female,SC,Muslim,Uttar Pradesh,14743,779,100000,Self-Employed,12th Pass,3,0
IND1442,Male,OBC,Hindu,Rajasthan,15609,451,1000000,Self-Employed,Graduate,0,1
IND1443,Male,OBC,Hindu,Maharashtra,14821,549,50000,Self-Employed,12th Pass,2,0
IND1444,Female,SC,Hindu,Uttar Pradesh,20077,761,500000,Self-Employed,Graduate,2,1
IND1445,Female,OBC,Muslim,Uttar Pradesh,60589,663,200000,Daily Wage,Graduate,3,0
IND1446,Female,General,Hindu,Uttar Pradesh,70897,724,100000,Salaried,12th Pass,0,1
IND1447,Female,General,Muslim,Tamil Nadu,139149,659,500000,Salaried,Graduate,1,1
IND1448,Male,SC,Muslim,Gujarat,135625,720,500000,Daily Wage,Graduate,2,1
IND1449,Male,General,Hindu,West Bengal,62970,665,750000,Self-Employed,10th Pass,1,0
IND1450,Female,SC,Hindu,Rajasthan,74561,627,500000,Daily Wage,Post-Graduate,2,0
IND1451,Female,OBC,Hindu,Bihar,39805,754,1000000,Self-Employed,Graduate,0,1
IND1452,Male,ST,Hindu,West Bengal,52255,682,100000,Gig Worker,10th Pass,3,1
IND1453,Female,SC,Hindu,Rajasthan,141566,720,100000,Self-Employed,12th Pass,1,1
IND1454,Male,ST,Hindu,Bihar,47091,678,200000,Gig Worker,12th Pass,1,0
IND1455,Male,OBC,Christian,Tamil Nadu,81411,623,200000,Daily Wage,Graduate,3,1
IND1456,Male,SC,Hindu,Uttar Pradesh,18881,801,200000,Self-Employed,Graduate,1,1
IND1457,Male,OBC,Hindu,Tamil Nadu,22779,695,1000000,Salaried,10th Pass,2,1
IND1458,Male,OBC,Hindu,Tamil Nadu,45181,634,500000,Salaried,12th Pass,3,1
IND1459,Male,OBC,Hindu,West Bengal,40334,773,500000,Salaried,12th Pass,2,1
IND1460,Male,SC,Hindu,Maharashtra,23530,552,750000,Salaried,Post-Graduate,2,0
IND1461,Female,ST,Hindu,West Bengal,195861,855,1000000,Salaried,Post-Graduate,0,1
IND1462,Female,SC,Christian,Gujarat,40979,649,200000,Self-Employed,Primary,2,0
IND1463,Female,OBC,Hindu,Bihar,26637,557,50000,Self-Employed,Graduate,0,1
IND1464,Female,OBC,Other,Uttar Pradesh,40381,827,750000,Self-Employed,12th Pass,1,0
IND1465,Male,SC,Muslim,West Bengal,36967,625,50000,Self-Employed,Post-Graduate,1,0
IND1466,Male,General,Hindu,Bihar,41417,685,500000,Salaried,12th Pass,0,1
IND1467,Female,General,Christian,Rajasthan,11901,726,750000,Salaried,10th Pass,2,0
IND1468,Male,OBC,Hindu,Bihar,89712,765,750000,Salaried,12th Pass,3,1
IND1469,Female,General,Muslim,Rajasthan,93356,690,100000,Self-Employed,Post-Graduate,3,1
IND1470,Male,General,Hindu,West Bengal,101643,609,500000,Salaried,12th Pass,0,1
IND1471,Female,General,Muslim,Gujarat,45606,683,500000,Salaried,12th Pass,1,1
IND1472,Male,General,Muslim,West Bengal,57741,629,1000000,Self-Employed,Graduate,1,1
IND1473,Female,General,Muslim,Rajasthan,19804,686,750000,Gig Worker,10th Pass,3,0
IND1474,Male,ST,Muslim,Bihar,65057,803,500000,Salaried,12th Pass,0,1
IND1475,Female,OBC,Hindu,Bihar,43314,729,750000,Self-Employed,10th Pass,3,1
IND1476,Male,OBC,Hindu,Rajasthan,26310,682,1000000,Self-Employed,12th Pass,2,0
IND1477,Female,OBC,Hindu,Tamil Nadu,66524,727,1000000,Gig Worker,Post-Graduate,2,0
IND1478,Female,General,Hindu,Gujarat,68351,733,100000,Daily Wage,Graduate,0,1
IND1479,Male,ST,Hindu,Maharashtra,37889,573,750000,Salaried,Graduate,0,0
IND1480,Female,SC,Hindu,Uttar Pradesh,49358,668,500000,Salaried,10th Pass,2,0
IND1481,Female,General,Sikh,Bihar,17637,882,500000,Daily Wage,12th Pass,1,1
IND1482,Male,OBC,Hindu,Uttar Pradesh,86701,768,750000,Self-Employed,12th Pass,0,0
IND1483,Female,SC,Muslim,Maharashtra,19357,622,750000,Self-Employed,Graduate,2,0
IND1484,Female,ST,Hindu,West Bengal,22163,613,750000,Self-Employed,Graduate,2,0
IND1485,Female,OBC,Muslim,Uttar Pradesh,37934,610,200000,Self-Employed,12th Pass,1,0
IND1486,Male,OBC,Christian,Maharashtra,79234,738,500000,Daily Wage,Graduate,1,0
IND1487,Male,General,Hindu,Rajasthan,79202,801,1000000,Unemployed,Graduate,1,1
IND1488,Female,ST,Hindu,Tamil Nadu,36193,714,500000,Gig Worker,12th Pass,1,0
IND1489,Female,General,Muslim,Bihar,62386,678,200000,Salaried,Post-Graduate,3,1
IND1490,Male,ST,Hindu,Maharashtra,11132,627,750000,Daily Wage,Graduate,1,1
IND1491,Female,OBC,Hindu,Uttar Pradesh,21948,692,100000,Salaried,Graduate,3,1
IND1492,Male,OBC,Hindu,Bihar,22264,595,750000,Salaried,Post-Graduate,0,1
IND1493,Male,OBC,Hindu,Tamil Nadu,87251,500,750000,Daily Wage,Primary,2,0
IND1494,Male,General,Hindu,Rajasthan,57426,804,200000,Salaried,Graduate,3,1
IND1495,Male,General,Hindu,West Bengal,41326,579,500000,Salaried,Post-Graduate,0,1
IND1496,Female,General,Hindu,Bihar,44232,637,750000,Salaried,Graduate,0,1
IND1497,Male,General,Hindu,West Bengal,108862,720,500000,Daily Wage,12th Pass,3,1
IND1498,Female,SC,Sikh,Maharashtra,32237,786,50000,Self-Employed,Graduate,0,0
IND1499,Female,OBC,Hindu,Tamil Nadu,14474,686,1000000,Self-Employed,12th Pass,0,1
IND1500,Female,General,Sikh,Uttar Pradesh,77733,563,500000,Salaried,Post-Graduate,3,1
IND1501,Male,ST,Hindu,Tamil Nadu,41245,639,100000,Gig Worker,Post-Graduate,0,1
IND1502,Male,SC,Hindu,Tamil Nadu,70796,607,1000000,Gig Worker,Graduate,1,1
IND1503,Female,ST,Hindu,Gujarat,35195,661,100000,Salaried,10th Pass,1,1
IND1504,Female,ST,Hindu,Tamil Nadu,20189,769,750000,Self-Employed,10th Pass,2,1
IND1505,Male,General,Hindu,Tamil Nadu,48145,449,1000000,Salaried,Post-Graduate,0,1
IND1506,Female,OBC,Hindu,Bihar,36575,630,500000,Unemployed,12th Pass,2,0
IND1507,Female,SC,Hindu,Uttar Pradesh,41334,623,1000000,Self-Employed,10th Pass,1,1
IND1508,Female,OBC,Hindu,Bihar,112600,558,750000,Daily Wage,Graduate,1,1
IND1509,Female,General,Hindu,Bihar,16829,714,200000,Salaried,10th Pass,1,0
IND1510,Female,SC,Hindu,Maharashtra,44362,544,100000,Gig Worker,Post-Graduate,0,0
IND1511,Male,General,Hindu,Bihar,20469,554,750000,Gig Worker,10th Pass,0,1
IND1512,Female,General,Muslim,Gujarat,5923,737,200000,Gig Worker,12th Pass,1,1
IND1513,Female,OBC,Hindu,Gujarat,35091,792,1000000,Unemployed,Primary,2,1
IND1514,Male,OBC,Hindu,West Bengal,37112,658,1000000,Salaried,12th Pass,2,1
IND1515,Male,OBC,Other,Maharashtra,56188,561,750000,Salaried,Graduate,3,1
IND1516,Male,General,Hindu,West Bengal,31185,605,500000,Self-Employed,10th Pass,1,1
IND1517,Female,SC,Hindu,West Bengal,12806,750,1000000,Gig Worker,Graduate,2,1
IND1518,Female,General,Other,Rajasthan,20420,674,500000,Self-Employed,Graduate,1,1
IND1519,Male,General,Hindu,Uttar Pradesh,91296,656,500000,Salaried,12th Pass,2,1
IND1520,Female,SC,Hindu,Uttar Pradesh,20218,691,500000,Self-Employed,12th Pass,3,1
IND1521,Male,ST,Hindu,Bihar,110002,661,50000,Salaried,10th Pass,3,1
IND1522,Female,SC,Hindu,Bihar,75734,796,200000,Self-Employed,Graduate,1,1
IND1523,Female,SC,Hindu,Rajasthan,29072,601,200000,Self-Employed,10th Pass,2,0
IND1524,Female,OBC,Hindu,Bihar,21799,591,1000000,Gig Worker,12th Pass,0,1
IND1525,Male,OBC,Hindu,Uttar Pradesh,75624,547,1000000,Salaried,Post-Graduate,3,0
IND1526,Male,General,Hindu,West Bengal,30679,619,500000,Self-Employed,Graduate,1,1
IND1527,Male,OBC,Other,Tamil Nadu,12308,572,50000,Salaried,Graduate,1,0
IND1528,Male,OBC,Muslim,Gujarat,53831,683,500000,Salaried,Graduate,2,1
IND1529,Female,General,Hindu,Tamil Nadu,48634,666,50000,Gig Worker,Primary,1,0
IND1530,Female,SC,Hindu,Tamil Nadu,80530,573,500000,Daily Wage,12th Pass,3,0
IND1531,Female,OBC,Hindu,Uttar Pradesh,46384,715,100000,Salaried,12th Pass,1,0
IND1532,Female,General,Hindu,Tamil Nadu,24725,793,100000,Gig Worker,Primary,1,1
IND1533,Female,General,Hindu,Rajasthan,88324,695,750000,Daily Wage,Graduate,0,1
IND1534,Female,OBC,Hindu,Maharashtra,94550,448,500000,Daily Wage,10th Pass,0,0
IND1535,Female,General,Muslim,Bihar,42755,833,1000000,Salaried,Graduate,3,1
IND1536,Female,SC,Hindu,Maharashtra,37881,728,200000,Unemployed,10th Pass,2,1
IND1537,Male,OBC,Hindu,West Bengal,14381,831,750000,Salaried,Graduate,0,1
IND1538,Male,OBC,Hindu,Gujarat,23735,757,1000000,Salaried,Primary,2,0
IND1539,Male,OBC,Hindu,Bihar,61854,774,100000,Salaried,Graduate,3,1
IND1540,Female,SC,Muslim,Tamil Nadu,24585,682,500000,Self-Employed,Graduate,0,0
IND1541,Female,OBC,Hindu,Gujarat,13097,642,750000,Salaried,12th Pass,2,1
IND1542,Male,OBC,Muslim,Bihar,419624,696,500000,Salaried,Graduate,0,1
IND1543,Female,OBC,Hindu,Rajasthan,13037,604,100000,Salaried,12th Pass,3,0
IND1544,Female,General,Hindu,Rajasthan,176261,701,750000,Gig Worker,Graduate,3,1
IND1545,Male,SC,Hindu,Rajasthan,29284,441,100000,Daily Wage,12th Pass,0,0
IND1546,Male,SC,Hindu,Rajasthan,34228,668,50000,Salaried,Graduate,2,1
IND1547,Female,OBC,Hindu,Tamil Nadu,22683,779,100000,Daily Wage,Post-Graduate,1,0
IND1548,Male,SC,Muslim,Maharashtra,62817,673,500000,Daily Wage,Graduate,1,1
IND1549,Female,SC,Hindu,Bihar,13255,811,200000,Gig Worker,Graduate,0,1
IND1550,Male,SC,Hindu,Tamil Nadu,10014,642,100000,Salaried,Post-Graduate,2,1
IND1551,Female,SC,Hindu,Rajasthan,112097,750,1000000,Gig Worker,Graduate,1,0
IND1552,Female,OBC,Hindu,West Bengal,20686,590,200000,Daily Wage,Graduate,3,0
IND1553,Female,OBC,Hindu,Maharashtra,61221,746,50000,Gig Worker,Post-Graduate,2,0
IND1554,Female,OBC,Sikh,West Bengal,16986,684,750000,Salaried,12th Pass,1,1
IND1555,Male,SC,Muslim,Gujarat,59628,646,750000,Self-Employed,10th Pass,2,1
IND1556,Male,General,Sikh,West Bengal,118005,446,200000,Self-Employed,Post-Graduate,0,1
IND1557,Male,SC,Hindu,Gujarat,25109,643,750000,Self-Employed,12th Pass,2,1
IND1558,Female,SC,Hindu,Gujarat,9382,683,100000,Salaried,12th Pass,1,1
IND1559,Female,General,Hindu,Rajasthan,118439,735,200000,Salaried,Graduate,0,1
IND1560,Female,SC,Hindu,Gujarat,69450,797,500000,Gig Worker,12th Pass,2,0
IND1561,Male,General,Muslim,Uttar Pradesh,26068,837,100000,Daily Wage,Graduate,3,1
IND1562,Male,OBC,Hindu,Bihar,31176,770,100000,Salaried,12th Pass,1,1
IND1563,Male,SC,Hindu,Bihar,16689,617,100000,Unemployed,Post-Graduate,0,1
IND1564,Male,General,Hindu,Rajasthan,98142,639,500000,Salaried,12th Pass,2,1
IND1565,Female,SC,Hindu,Uttar Pradesh,24976,727,50000,Self-Employed,12th Pass,3,0
IND1566,Male,SC,Hindu,West Bengal,13452,709,1000000,Gig Worker,Post-Graduate,1,0
IND1567,Male,OBC,Hindu,Tamil Nadu,42173,803,750000,Gig Worker,Graduate,3,1
IND1568,Female,General,Hindu,West Bengal,19890,875,200000,Daily Wage,Primary,2,1
IND1569,Male,General,Hindu,Tamil Nadu,17658,857,50000,Salaried,Graduate,2,1
IND1570,Male,OBC,Hindu,Gujarat,26874,791,200000,Daily Wage,12th Pass,0,1
IND1571,Female,ST,Muslim,Maharashtra,38578,709,750000,Salaried,10th Pass,3,0
IND1572,Male,OBC,Christian,Tamil Nadu,13811,779,500000,Gig Worker,12th Pass,0,0
IND1573,Female,General,Sikh,Maharashtra,95760,806,100000,Gig Worker,12th Pass,1,1
IND1574,Female,OBC,Muslim,Bihar,58338,652,100000,Self-Employed,10th Pass,0,0
IND1575,Female,OBC,Hindu,Maharashtra,28120,619,500000,Salaried,10th Pass,1,1
IND1576,Male,SC,Hindu,Bihar,19296,599,50000,Daily Wage,Graduate,2,0
IND1577,Female,General,Hindu,Uttar Pradesh,34116,590,50000,Salaried,Graduate,2,0
IND1578,Male,SC,Hindu,Uttar Pradesh,68159,547,200000,Salaried,Graduate,3,1
IND1579,Male,OBC,Muslim,Rajasthan,61157,686,500000,Gig Worker,Primary,1,1
IND1580,Male,ST,Hindu,Rajasthan,76187,580,50000,Self-Employed,12th Pass,2,1
IND1581,Female,OBC,Christian,Gujarat,25945,598,500000,Daily Wage,Post-Graduate,3,1
IND1582,Male,OBC,Hindu,Tamil Nadu,4687,724,750000,Salaried,10th Pass,3,1
IND1583,Male,ST,Hindu,Gujarat,86982,680,100000,Salaried,Graduate,0,1
IND1584,Female,General,Hindu,Bihar,32304,701,100000,Daily Wage,Post-Graduate,3,0
IND1585,Male,ST,Christian,Gujarat,57890,781,100000,Self-Employed,12th Pass,2,0
IND1586,Male,OBC,Hindu,Maharashtra,116828,738,500000,Salaried,Graduate,0,1
IND1587,Male,General,Hindu,Bihar,199603,794,500000,Gig Worker,10th Pass,1,1
